Pptno,Gender,Age,NoTargets,TrialType,Hits,FA,Misses,TrialLength,ExpCond,TotalErrors
409,1,19,6,3,3,3,3,43.820374,Genuine,6
409,1,19,6,2,3,1,3,22.685715,Genuine,4
409,1,19,4,1,0,2,4,33.410973,Genuine,6
409,1,19,8,1,3,1,5,27.308634,Genuine,6
409,1,19,4,3,1,3,3,33.201119,Genuine,6
409,1,19,4,1,1,4,3,26.267773,Genuine,7
409,1,19,8,1,1,2,7,26.961016,Genuine,9
408,2,19,6,3,1,1,5,23.973368,Genuine,6
408,2,19,8,1,2,0,6,16.961224,Genuine,6
408,2,19,6,2,3,0,3,16.979836,Genuine,3
408,2,19,6,1,0,0,6,17.92734,Genuine,6
408,2,19,8,2,2,0,6,16.599118,Genuine,6
408,2,19,4,3,1,2,3,40.97941,Genuine,5
408,2,19,4,1,1,1,3,18.021346,Genuine,4
408,2,19,6,1,2,0,4,15.447969,Genuine,4
408,2,19,8,2,5,1,3,20.287197,Genuine,4
408,2,19,4,3,1,3,3,19.829117,Genuine,6
408,2,19,6,1,0,2,6,22.213975,Genuine,8
408,2,19,6,1,6,2,0,19.071144,Genuine,2
408,2,19,4,2,3,2,1,22.094605,Genuine,3
408,2,19,4,3,1,3,3,21.019874,Genuine,6
408,2,19,8,2,1,3,7,14.317085,Genuine,10
408,2,19,8,3,5,0,3,26.697149,Genuine,3
408,2,19,8,3,5,0,3,18.471094,Genuine,3
408,2,19,4,2,1,2,3,15.66201,Genuine,5
407,2,19,8,1,7,0,1,36.766746,Genuine,1
407,2,19,6,2,3,4,3,54.968551,Genuine,7
407,2,19,6,2,4,0,2,89.145584,Genuine,2
407,2,19,4,3,2,4,2,96.989617,Genuine,6
407,2,19,6,1,4,1,2,69.841072,Genuine,3
407,2,19,8,1,4,2,4,63.474131,Genuine,6
407,2,19,4,2,0,5,4,83.468185,Genuine,9
407,2,19,4,1,4,0,0,75.120102,Genuine,0
407,2,19,6,2,5,0,1,52.956504,Genuine,1
407,2,19,8,3,1,6,7,67.631165,Genuine,13
407,2,19,4,1,1,2,3,90.03867,Genuine,5
407,2,19,8,3,3,4,5,67.640298,Genuine,9
407,2,19,6,3,3,3,3,76.072401,Genuine,6
407,2,19,8,2,6,0,2,38.337343,Genuine,2
407,2,19,4,2,0,5,4,42.724906,Genuine,9
407,2,19,4,1,0,1,4,69.800588,Genuine,5
407,2,19,8,3,2,1,6,126.07962,Genuine,7
407,2,19,6,3,1,1,5,53.593879,Genuine,6
406,1,18,6,3,4,6,2,28.451924,Genuine,8
406,1,18,6,3,3,4,3,36.722445,Genuine,7
406,1,18,4,1,1,2,3,28.495407,Genuine,5
406,1,18,8,2,2,2,6,34.348967,Genuine,8
406,1,18,8,3,5,1,3,28.323678,Genuine,4
406,1,18,6,3,1,4,5,28.988887,Genuine,9
406,1,18,8,1,3,0,5,30.284983,Genuine,5
406,1,18,4,2,2,3,2,18.949557,Genuine,5
406,1,18,8,3,3,0,5,19.664722,Genuine,5
406,1,18,6,1,1,0,5,20.373998,Genuine,5
406,1,18,8,2,3,3,5,19.056641,Genuine,8
406,1,18,6,1,2,0,4,12.56809,Genuine,4
406,1,18,8,1,2,2,6,17.010057,Genuine,8
406,1,18,4,2,1,7,3,28.49851,Genuine,10
406,1,18,4,3,2,2,2,27.271469,Genuine,4
406,1,18,6,1,2,0,4,18.16666,Genuine,4
406,1,18,4,2,2,3,2,16.336852,Genuine,5
406,1,18,4,2,2,3,2,22.660284,Genuine,5
405,2,18,8,3,3,0,5,35.189069,Genuine,5
405,2,18,6,3,2,1,4,52.293776,Genuine,5
405,2,18,8,3,5,0,3,42.10772,Genuine,3
405,2,18,6,1,0,5,6,33.050798,Genuine,11
405,2,18,6,1,4,1,2,21.16999,Genuine,3
405,2,18,4,1,2,1,2,27.75593,Genuine,3
405,2,18,4,2,1,3,3,48.406085,Genuine,6
405,2,18,6,1,5,0,1,37.607887,Genuine,1
405,2,18,6,3,1,4,5,30.720839,Genuine,9
405,2,18,4,1,3,0,1,38.073585,Genuine,1
405,2,18,8,2,3,3,5,37.651708,Genuine,8
405,2,18,8,3,6,1,2,26.819781,Genuine,3
405,2,18,4,2,0,2,4,32.083808,Genuine,6
405,2,18,8,1,1,2,7,46.025011,Genuine,9
405,2,18,4,2,0,3,4,55.537145,Genuine,7
405,2,18,6,3,3,1,3,41.797953,Genuine,4
405,2,18,4,2,3,0,1,21.975927,Genuine,1
405,2,18,8,2,2,1,6,44.809583,Genuine,7
404,2,18,8,2,3,3,5,22.257595,Genuine,8
404,2,18,6,3,4,4,2,34.67976,Genuine,6
404,2,18,4,3,2,4,2,43.260725,Genuine,6
404,2,18,8,1,5,0,3,31.940435,Genuine,3
404,2,18,8,2,3,4,5,38.007658,Genuine,9
404,2,18,8,3,8,0,0,34.424434,Genuine,0
404,2,18,8,3,2,3,6,31.771095,Genuine,9
404,2,18,6,1,6,0,0,33.685127,Genuine,0
404,2,18,8,2,7,3,1,32.999608,Genuine,4
404,2,18,6,3,3,1,3,37.128128,Genuine,4
404,2,18,4,1,2,3,2,35.490571,Genuine,5
404,2,18,4,1,3,1,1,46.209269,Genuine,2
404,2,18,4,2,4,1,0,26.283002,Genuine,1
404,2,18,6,1,5,1,1,38.511558,Genuine,2
404,2,18,6,2,4,0,2,39.132139,Genuine,2
404,2,18,6,1,2,2,4,51.814714,Genuine,6
404,2,18,4,3,2,1,2,55.750724,Genuine,3
404,2,18,4,2,4,1,0,28.482468,Genuine,1
403,2,18,6,2,4,0,2,43.877229,Genuine,2
403,2,18,8,3,2,3,6,40.107593,Genuine,9
403,2,18,4,1,0,2,4,94.925506,Genuine,6
403,2,18,4,2,3,0,1,46.652943,Genuine,1
403,2,18,6,3,0,2,6,83.194082,Genuine,8
403,2,18,4,1,1,0,3,29.26234,Genuine,3
403,2,18,8,1,1,0,7,63.251841,Genuine,7
403,2,18,6,3,0,2,6,42.380094,Genuine,8
403,2,18,6,1,2,0,4,29.146952,Genuine,4
403,2,18,4,2,0,2,4,18.434176,Genuine,6
403,2,18,8,3,0,2,8,80.167237,Genuine,10
403,2,18,8,2,2,0,6,41.148103,Genuine,6
403,2,18,8,2,2,2,6,40.18332,Genuine,8
403,2,18,4,3,0,1,4,15.578548,Genuine,5
403,2,18,6,1,1,3,5,25.764133,Genuine,8
403,2,18,6,3,1,1,5,27.35038,Genuine,6
403,2,18,4,2,3,0,1,25.089635,Genuine,1
403,2,18,8,1,0,0,8,26.87142,Genuine,8
402,2,19,8,1,1,4,7,30.977738,Genuine,11
402,2,19,4,3,3,6,1,33.756417,Genuine,7
402,2,19,8,1,0,2,8,26.151495,Genuine,10
402,2,19,6,2,5,5,1,32.659289,Genuine,6
402,2,19,8,3,2,2,6,26.674526,Genuine,8
402,2,19,4,2,1,7,3,26.297342,Genuine,10
402,2,19,8,3,0,0,8,5.6075188,Genuine,8
402,2,19,8,2,5,2,3,19.343672,Genuine,5
402,2,19,6,1,2,0,4,16.203169,Genuine,4
402,2,19,4,2,2,4,2,20.58034,Genuine,6
402,2,19,4,2,0,9,4,32.19859,Genuine,13
402,2,19,6,1,0,0,6,3.9211953,Genuine,6
402,2,19,6,1,4,1,2,19.644717,Genuine,3
402,2,19,8,2,1,3,7,15.700756,Genuine,10
402,2,19,4,3,2,4,2,19.513616,Genuine,6
402,2,19,6,3,0,10,6,34.021928,Genuine,16
402,2,19,6,1,4,2,2,22.599505,Genuine,4
402,2,19,4,3,1,2,3,25.640401,Genuine,5
401,1,19,6,2,4,1,2,28.897703,Genuine,3
401,1,19,4,3,2,1,2,46.534649,Genuine,3
401,1,19,8,2,6,0,2,51.79439,Genuine,2
401,1,19,4,2,3,1,1,47.773033,Genuine,2
401,1,19,8,3,3,4,5,74.415262,Genuine,9
401,1,19,4,3,2,3,2,69.9215,Genuine,5
401,1,19,4,3,0,7,4,93.798309,Genuine,11
401,1,19,6,3,2,2,4,80.202311,Genuine,6
401,1,19,6,1,1,2,5,54.325764,Genuine,7
401,1,19,6,1,0,0,6,43.644321,Genuine,6
401,1,19,8,1,4,1,4,70.595677,Genuine,5
401,1,19,4,3,2,6,2,103.58048,Genuine,8
401,1,19,8,1,4,1,4,91.833189,Genuine,5
401,1,19,4,1,1,0,3,46.268989,Genuine,3
401,1,19,8,2,5,0,3,80.250775,Genuine,3
401,1,19,6,1,3,0,3,68.795964,Genuine,3
401,1,19,6,2,2,2,4,87.694074,Genuine,6
401,1,19,8,2,3,0,5,57.013722,Genuine,5
366,1,20,8,1,2,0,6,22.126948,Genuine,6
366,1,20,4,2,0,5,4,27.379694,Genuine,9
366,1,20,8,2,4,0,4,27.500673,Genuine,4
366,1,20,4,2,1,1,3,20.418615,Genuine,4
366,1,20,8,3,2,3,6,17.999691,Genuine,9
366,1,20,6,3,0,4,6,19.284642,Genuine,10
366,1,20,4,1,1,2,3,24.841214,Genuine,5
366,1,20,4,1,0,2,4,31.762749,Genuine,6
366,1,20,6,3,1,3,5,16.453774,Genuine,8
366,1,20,8,3,1,3,7,15.212854,Genuine,10
366,1,20,6,1,0,2,6,18.117852,Genuine,8
366,1,20,4,3,1,4,3,36.4095,Genuine,7
366,1,20,6,3,2,1,4,41.226486,Genuine,5
366,1,20,6,1,0,3,6,14.452399,Genuine,9
366,1,20,6,2,1,0,5,24.635347,Genuine,5
366,1,20,8,2,2,1,6,28.947001,Genuine,7
366,1,20,4,2,0,1,4,37.365684,Genuine,5
366,1,20,8,1,5,0,3,48.647865,Genuine,3
365,1,19,6,3,0,5,6,29.403488,Genuine,11
365,1,19,6,1,3,2,3,79.466155,Genuine,5
365,1,19,8,2,5,2,3,93.839775,Genuine,5
365,1,19,4,2,3,4,1,76.447874,Genuine,5
365,1,19,8,3,1,4,7,24.316663,Genuine,11
365,1,19,4,2,1,5,3,78.370618,Genuine,8
365,1,19,4,3,4,6,0,86.108215,Genuine,6
365,1,19,8,3,6,1,2,111.67962,Genuine,3
365,1,19,4,1,0,3,4,27.016273,Genuine,7
365,1,19,8,2,1,7,7,31.984599,Genuine,14
365,1,19,6,3,3,4,3,109.35055,Genuine,7
365,1,19,6,2,5,0,1,72.858433,Genuine,1
365,1,19,8,1,1,6,7,60.290312,Genuine,13
365,1,19,6,1,6,5,0,57.168081,Genuine,5
365,1,19,4,1,4,1,0,67.225016,Genuine,1
365,1,19,4,2,4,0,0,78.328371,Genuine,0
365,1,19,6,3,0,1,6,13.563918,Genuine,7
365,1,19,8,1,2,3,6,68.932588,Genuine,9
364,1,18,8,1,3,0,5,42.399054,Genuine,5
364,1,18,4,1,0,5,4,30.008953,Genuine,9
364,1,18,6,2,6,2,0,40.593312,Genuine,2
364,1,18,6,2,3,2,3,22.228668,Genuine,5
364,1,18,6,3,2,2,4,23.199726,Genuine,6
364,1,18,6,3,0,2,6,33.693859,Genuine,8
364,1,18,8,2,3,0,5,25.619736,Genuine,5
364,1,18,8,1,7,0,1,22.883804,Genuine,1
364,1,18,6,2,3,2,3,23.033785,Genuine,5
364,1,18,4,1,3,1,1,19.33783,Genuine,2
364,1,18,4,1,2,0,2,22.46134,Genuine,2
364,1,18,6,3,5,0,1,23.004235,Genuine,1
364,1,18,4,2,2,3,2,29.748941,Genuine,5
364,1,18,8,3,4,1,4,15.672685,Genuine,5
364,1,18,8,2,7,0,1,29.702355,Genuine,1
364,1,18,8,1,4,3,4,21.915846,Genuine,7
364,1,18,4,3,0,2,4,27.495837,Genuine,6
364,1,18,4,3,2,0,2,31.437295,Genuine,2
363,2,18,6,2,3,1,3,32.03644,Genuine,4
363,2,18,4,1,4,0,0,18.349353,Genuine,0
363,2,18,4,2,1,0,3,29.649602,Genuine,3
363,2,18,6,3,3,4,3,26.057226,Genuine,7
363,2,18,8,3,4,2,4,32.903442,Genuine,6
363,2,18,6,1,0,2,6,29.636961,Genuine,8
363,2,18,4,1,1,1,3,28.587779,Genuine,4
363,2,18,8,3,3,0,5,41.764597,Genuine,5
363,2,18,8,3,4,1,4,40.398369,Genuine,5
363,2,18,6,2,2,1,4,23.072144,Genuine,5
363,2,18,6,1,5,2,1,17.171309,Genuine,3
363,2,18,8,2,1,1,7,30.351942,Genuine,8
363,2,18,4,1,4,2,0,25.947178,Genuine,2
363,2,18,6,2,2,0,4,18.293984,Genuine,4
363,2,18,4,3,3,0,1,34.722692,Genuine,1
363,2,18,8,2,6,1,2,21.366964,Genuine,3
363,2,18,8,1,0,1,8,31.872319,Genuine,9
363,2,18,4,3,0,2,4,17.879569,Genuine,6
362,1,19,8,2,0,1,8,35.738164,Genuine,9
362,1,19,4,3,2,0,2,30.95052,Genuine,2
362,1,19,4,2,1,1,3,30.001346,Genuine,4
362,1,19,6,3,0,0,6,41.698232,Genuine,6
362,1,19,4,1,0,0,4,60.566538,Genuine,4
362,1,19,4,1,0,1,4,35.034525,Genuine,5
362,1,19,8,1,2,0,6,28.410501,Genuine,6
362,1,19,6,3,3,1,3,31.123449,Genuine,4
362,1,19,6,2,0,1,6,25.071648,Genuine,7
362,1,19,6,1,5,0,1,27.447019,Genuine,1
362,1,19,4,3,1,0,3,31.54941,Genuine,3
362,1,19,4,2,0,3,4,33.008431,Genuine,7
362,1,19,8,3,0,6,8,62.976183,Genuine,14
362,1,19,8,2,0,2,8,24.940962,Genuine,10
362,1,19,8,1,1,2,7,37.128186,Genuine,9
362,1,19,6,2,6,1,0,42.444367,Genuine,1
362,1,19,8,1,3,0,5,19.477453,Genuine,5
362,1,19,6,3,3,2,3,31.435149,Genuine,5
361,2,19,4,3,1,7,3,29.475803,Genuine,10
361,2,19,6,3,2,5,4,42.442142,Genuine,9
361,2,19,6,2,4,3,2,36.531099,Genuine,5
361,2,19,4,2,2,7,2,26.503997,Genuine,9
361,2,19,4,1,2,3,2,29.621705,Genuine,5
361,2,19,4,3,1,6,3,32.622683,Genuine,9
361,2,19,8,2,3,4,5,26.768239,Genuine,9
361,2,19,8,1,1,4,7,27.003046,Genuine,11
361,2,19,8,3,2,5,6,29.348634,Genuine,11
361,2,19,6,2,1,0,5,31.576882,Genuine,5
361,2,19,6,2,1,0,5,37.268084,Genuine,5
361,2,19,4,1,0,1,4,30.13096,Genuine,5
361,2,19,8,1,0,1,8,21.991777,Genuine,9
361,2,19,8,2,3,5,5,25.826028,Genuine,10
361,2,19,6,3,2,6,4,19.211527,Genuine,10
361,2,19,6,1,1,2,5,22.124897,Genuine,7
361,2,19,8,3,1,0,7,26.569549,Genuine,7
361,2,19,4,1,1,2,3,20.692875,Genuine,5
360,1,18,6,3,3,1,3,37.826881,Genuine,4
360,1,18,8,1,5,0,3,24.188368,Genuine,3
360,1,18,8,3,4,2,4,38.556681,Genuine,6
360,1,18,8,1,6,0,2,22.897201,Genuine,2
360,1,18,4,1,0,3,4,40.325679,Genuine,7
360,1,18,8,3,0,4,8,43.842009,Genuine,12
360,1,18,4,2,1,1,3,38.090747,Genuine,4
360,1,18,4,1,3,2,1,22.609358,Genuine,3
360,1,18,8,3,7,0,1,41.945334,Genuine,1
360,1,18,4,2,1,3,3,33.054122,Genuine,6
360,1,18,6,2,3,3,3,18.59796,Genuine,6
360,1,18,4,1,0,5,4,31.427601,Genuine,9
360,1,18,6,2,4,0,2,25.534671,Genuine,2
360,1,18,8,2,3,0,5,34.194513,Genuine,5
360,1,18,6,3,2,7,4,45.075397,Genuine,11
360,1,18,6,3,4,3,2,39.994584,Genuine,5
360,1,18,4,1,4,1,0,31.708836,Genuine,1
360,1,18,6,2,5,4,1,37.87375,Genuine,5
358,1,18,6,1,2,0,4,108.75862,Genuine,4
358,1,18,6,3,3,0,3,102.42568,Genuine,3
358,1,18,8,1,5,0,3,60.643557,Genuine,3
358,1,18,4,3,4,2,0,81.95558,Genuine,2
358,1,18,4,3,4,0,0,98.798223,Genuine,0
358,1,18,8,1,5,1,3,56.216343,Genuine,4
358,1,18,8,2,6,0,2,56.137287,Genuine,2
358,1,18,4,2,3,5,1,77.636711,Genuine,6
358,1,18,6,2,5,1,1,63.901076,Genuine,2
358,1,18,8,2,6,2,2,61.059274,Genuine,4
358,1,18,6,1,6,0,0,28.617442,Genuine,0
358,1,18,4,1,2,0,2,97.462678,Genuine,2
358,1,18,4,3,3,0,1,60.071464,Genuine,1
358,1,18,8,2,8,0,0,55.326783,Genuine,0
358,1,18,4,3,3,0,1,69.66141,Genuine,1
358,1,18,6,3,3,0,3,38.973715,Genuine,3
358,1,18,8,1,3,0,5,43.632005,Genuine,5
358,1,18,6,2,6,0,0,66.83137,Genuine,0
358,1,18,4,2,3,2,1,38.489669,Genuine,3
358,1,18,4,2,2,2,2,47.245774,Genuine,4
358,1,18,6,1,5,7,1,74.651516,Genuine,8
358,1,18,4,3,1,4,3,43.540184,Genuine,7
358,1,18,6,1,4,0,2,48.140598,Genuine,2
358,1,18,8,1,0,3,8,25.772204,Genuine,11
358,1,18,6,2,3,4,3,63.937735,Genuine,7
358,1,18,6,3,1,2,5,105.42996,Genuine,7
358,1,18,8,2,7,8,1,54.7594,Genuine,9
358,1,18,4,2,3,6,1,30.50699,Genuine,7
358,1,18,4,1,1,1,3,48.0556,Genuine,4
358,1,18,8,1,7,2,1,38.526671,Genuine,3
358,1,18,4,1,0,4,4,46.537566,Genuine,8
358,1,18,6,2,6,6,0,43.941363,Genuine,6
358,1,18,8,3,8,1,0,78.935187,Genuine,1
358,1,18,6,3,3,1,3,32.363903,Genuine,4
358,1,18,8,3,5,1,3,37.694177,Genuine,4
358,1,18,8,3,0,2,8,27.675584,Genuine,10
357,1,19,6,2,2,3,4,25.221406,Genuine,7
357,1,19,4,2,1,1,3,33.310175,Genuine,4
357,1,19,4,2,3,0,1,39.570959,Genuine,1
357,1,19,8,1,8,0,0,32.527139,Genuine,0
357,1,19,8,3,5,0,3,32.989026,Genuine,3
357,1,19,8,1,2,0,6,20.810051,Genuine,6
357,1,19,6,1,6,1,0,33.365471,Genuine,1
357,1,19,8,2,5,0,3,40.543452,Genuine,3
357,1,19,6,2,3,0,3,31.508691,Genuine,3
357,1,19,4,3,0,2,4,36.386038,Genuine,6
357,1,19,8,1,3,4,5,39.165083,Genuine,9
357,1,19,4,1,2,1,2,25.480672,Genuine,3
357,1,19,6,2,2,3,4,35.190874,Genuine,7
357,1,19,4,3,1,3,3,26.633928,Genuine,6
357,1,19,6,3,1,3,5,36.849154,Genuine,8
357,1,19,4,3,2,0,2,61.832543,Genuine,2
357,1,19,8,1,4,0,4,42.570276,Genuine,4
357,1,19,6,3,2,1,4,60.932226,Genuine,5
356,1,18,6,3,2,2,4,12.08786,Genuine,6
356,1,18,4,1,0,3,4,16.438123,Genuine,7
356,1,18,8,2,0,5,8,24.894367,Genuine,13
356,1,18,6,1,2,0,4,26.012398,Genuine,4
356,1,18,4,3,1,1,3,21.57121,Genuine,4
356,1,18,6,2,2,3,4,19.873316,Genuine,7
356,1,18,6,3,0,6,6,30.087635,Genuine,12
356,1,18,6,1,3,0,3,22.964289,Genuine,3
356,1,18,8,2,1,2,7,22.289512,Genuine,9
356,1,18,4,3,1,4,3,48.478431,Genuine,7
356,1,18,8,1,2,2,6,33.198181,Genuine,8
356,1,18,8,1,0,0,8,15.944662,Genuine,8
356,1,18,4,2,0,2,4,37.01985,Genuine,6
356,1,18,6,2,0,2,6,36.973454,Genuine,8
356,1,18,4,3,1,0,3,8.6018756,Genuine,3
356,1,18,8,1,1,1,7,29.354132,Genuine,8
356,1,18,8,3,0,1,8,15.278187,Genuine,9
356,1,18,4,2,1,0,3,13.101078,Genuine,3
355,2,18,4,1,0,0,4,9.824828,Genuine,4
355,2,18,8,3,0,0,8,11.953836,Genuine,8
355,2,18,6,2,0,0,6,7.6285799,Genuine,6
355,2,18,4,1,0,0,4,13.211911,Genuine,4
355,2,18,4,1,0,0,4,14.041801,Genuine,4
355,2,18,4,2,0,0,4,13.981,Genuine,4
355,2,18,6,2,0,3,6,8.1663138,Genuine,9
355,2,18,4,1,1,6,3,12.263432,Genuine,9
355,2,18,8,3,3,2,5,17.677698,Genuine,7
355,2,18,6,3,0,5,6,20.859856,Genuine,11
355,2,18,8,3,5,3,3,17.81919,Genuine,6
355,2,18,6,2,4,4,2,19.386472,Genuine,6
355,2,18,6,1,2,3,4,15.891768,Genuine,7
355,2,18,8,3,0,12,8,19.345666,Genuine,20
355,2,18,6,2,3,6,3,17.548962,Genuine,9
355,2,18,4,3,2,10,2,20.231241,Genuine,12
355,2,18,8,2,5,4,3,14.078781,Genuine,7
355,2,18,8,1,3,7,5,17.86861,Genuine,12
354,2,18,8,3,4,0,4,29.894329,Genuine,4
354,2,18,6,1,0,1,6,26.94044,Genuine,7
354,2,18,8,3,3,1,5,23.216438,Genuine,6
354,2,18,8,1,2,0,6,41.593179,Genuine,6
354,2,18,6,1,3,0,3,14.545467,Genuine,3
354,2,18,4,1,0,0,4,13.256402,Genuine,4
354,2,18,4,3,0,1,4,11.74819,Genuine,5
354,2,18,6,2,5,1,1,20.802207,Genuine,2
354,2,18,6,2,0,0,6,20.580312,Genuine,6
354,2,18,4,3,0,0,4,18.05436,Genuine,4
354,2,18,6,3,0,2,6,27.749726,Genuine,8
354,2,18,4,1,0,0,4,19.961232,Genuine,4
354,2,18,6,2,3,3,3,26.916076,Genuine,6
354,2,18,4,2,1,0,3,18.905413,Genuine,3
354,2,18,8,2,2,0,6,17.078939,Genuine,6
354,2,18,8,2,4,2,4,25.165362,Genuine,6
354,2,18,4,1,1,0,3,17.008789,Genuine,3
354,2,18,8,3,3,0,5,14.665743,Genuine,5
353,2,18,4,2,0,7,4,31.574205,Genuine,11
353,2,18,4,2,0,4,4,33.784114,Genuine,8
353,2,18,6,1,3,0,3,37.177034,Genuine,3
353,2,18,6,1,1,3,5,35.459303,Genuine,8
353,2,18,4,3,2,2,2,54.632541,Genuine,4
353,2,18,8,1,1,0,7,13.678922,Genuine,7
353,2,18,6,3,4,12,2,57.486104,Genuine,14
353,2,18,4,2,3,5,1,39.692331,Genuine,6
353,2,18,8,1,2,4,6,33.849799,Genuine,10
353,2,18,4,3,1,2,3,45.111711,Genuine,5
353,2,18,8,2,7,5,1,36.916981,Genuine,6
353,2,18,4,2,1,4,3,43.576594,Genuine,7
353,2,18,6,1,2,1,4,38.451921,Genuine,5
353,2,18,6,3,4,3,2,38.38526,Genuine,5
353,2,18,8,3,4,3,4,47.282294,Genuine,7
353,2,18,8,2,6,3,2,40.904018,Genuine,5
353,2,18,8,1,3,3,5,37.093528,Genuine,8
353,2,18,6,3,2,3,4,33.210346,Genuine,7
352,1,19,8,2,7,0,1,75.803802,Genuine,1
352,1,19,6,3,3,6,3,99.965248,Genuine,9
352,1,19,8,1,4,4,4,97.065515,Genuine,8
352,1,19,6,1,2,2,4,70.77997,Genuine,6
352,1,19,6,3,2,5,4,90.389087,Genuine,9
352,1,19,4,2,3,0,1,55.235779,Genuine,1
352,1,19,6,2,6,3,0,38.356562,Genuine,3
352,1,19,8,3,5,1,3,62.839499,Genuine,4
352,1,19,4,2,2,2,2,67.520616,Genuine,4
352,1,19,4,2,3,1,1,50.14292,Genuine,2
352,1,19,4,1,0,3,4,65.83708,Genuine,7
352,1,19,6,1,0,3,6,62.283976,Genuine,9
352,1,19,8,3,6,1,2,75.90761,Genuine,3
352,1,19,8,1,3,0,5,81.673215,Genuine,5
352,1,19,4,1,4,1,0,54.369941,Genuine,1
352,1,19,6,3,3,2,3,48.55784,Genuine,5
352,1,19,8,3,2,1,6,52.001693,Genuine,7
352,1,19,4,2,3,0,1,35.244493,Genuine,1
351,1,18,8,1,4,2,4,34.121377,Genuine,6
351,1,18,8,1,1,2,7,28.341936,Genuine,9
351,1,18,4,3,0,1,4,61.551042,Genuine,5
351,1,18,8,2,3,0,5,26.443855,Genuine,5
351,1,18,4,2,0,5,4,31.547197,Genuine,9
351,1,18,6,1,1,3,5,37.149252,Genuine,8
351,1,18,6,1,0,1,6,64.294726,Genuine,7
351,1,18,4,2,0,1,4,28.325554,Genuine,5
351,1,18,8,2,6,1,2,30.585073,Genuine,3
351,1,18,6,2,0,4,6,35.978589,Genuine,10
351,1,18,6,2,1,2,5,38.004607,Genuine,7
351,1,18,4,3,1,2,3,19.990123,Genuine,5
351,1,18,6,3,0,1,6,3.5841811,Genuine,7
351,1,18,8,3,0,4,8,23.656532,Genuine,12
351,1,18,8,3,1,9,7,29.198957,Genuine,16
351,1,18,6,3,0,3,6,30.56759,Genuine,9
351,1,18,4,1,2,1,2,19.126358,Genuine,3
351,1,18,4,1,1,0,3,34.029364,Genuine,3
350,2,21,8,2,4,0,4,27.098358,Genuine,4
350,2,21,8,3,5,1,3,29.663483,Genuine,4
350,2,21,4,1,0,3,4,33.486084,Genuine,7
350,2,21,6,2,5,0,1,22.813754,Genuine,1
350,2,21,8,1,1,1,7,21.55828,Genuine,8
350,2,21,4,2,1,4,3,17.785921,Genuine,7
350,2,21,6,3,0,1,6,23.171903,Genuine,7
350,2,21,6,1,5,0,1,27.878682,Genuine,1
350,2,21,4,1,3,1,1,20.56971,Genuine,2
350,2,21,4,2,0,5,4,31.832073,Genuine,9
350,2,21,4,3,1,0,3,21.872923,Genuine,3
350,2,21,6,3,4,2,2,35.126888,Genuine,4
350,2,21,6,2,2,2,4,17.621008,Genuine,6
350,2,21,8,3,4,1,4,27.765728,Genuine,5
350,2,21,8,2,6,0,2,23.824074,Genuine,2
350,2,21,6,1,3,2,3,16.40973,Genuine,5
350,2,21,8,3,4,2,4,26.849999,Genuine,6
350,2,21,4,1,1,4,3,23.538473,Genuine,7
349,2,18,8,1,3,1,5,20.977922,Genuine,6
349,2,18,4,2,1,1,3,27.659764,Genuine,4
349,2,18,6,3,1,4,5,25.458085,Genuine,9
349,2,18,6,3,3,2,3,26.938257,Genuine,5
349,2,18,8,2,0,2,8,28.218075,Genuine,10
349,2,18,8,2,6,2,2,26.740815,Genuine,4
349,2,18,8,1,0,4,8,19.919951,Genuine,12
349,2,18,4,1,2,3,2,23.172917,Genuine,5
349,2,18,8,3,5,6,3,26.622268,Genuine,9
349,2,18,4,1,2,2,2,26.142165,Genuine,4
349,2,18,6,2,4,3,2,31.817355,Genuine,5
349,2,18,4,3,0,5,4,19.409766,Genuine,9
349,2,18,4,3,2,0,2,30.554924,Genuine,2
349,2,18,6,2,6,1,0,28.388825,Genuine,1
349,2,18,6,1,0,2,6,25.918037,Genuine,8
349,2,18,8,1,1,4,7,43.097731,Genuine,11
349,2,18,6,2,3,1,3,29.806878,Genuine,4
349,2,18,4,3,1,2,3,34.431112,Genuine,5
348,2,18,8,1,4,0,4,42.468316,Genuine,4
348,2,18,8,1,0,1,8,30.283339,Genuine,9
348,2,18,6,3,4,3,2,44.561067,Genuine,5
348,2,18,8,2,6,0,2,41.453836,Genuine,2
348,2,18,4,2,0,1,4,51.488593,Genuine,5
348,2,18,4,1,1,1,3,25.780528,Genuine,4
348,2,18,6,3,4,0,2,59.030368,Genuine,2
348,2,18,8,3,4,0,4,34.991805,Genuine,4
348,2,18,6,2,3,1,3,44.146495,Genuine,4
348,2,18,8,3,1,1,7,43.517792,Genuine,8
348,2,18,6,1,4,1,2,27.291707,Genuine,3
348,2,18,6,1,0,2,6,37.153494,Genuine,8
348,2,18,4,1,0,2,4,49.709088,Genuine,6
348,2,18,6,3,4,3,2,54.77105,Genuine,5
348,2,18,4,2,0,4,4,60.342158,Genuine,8
348,2,18,4,2,4,0,0,40.188534,Genuine,0
348,2,18,8,2,4,1,4,44.126422,Genuine,5
348,2,18,4,3,2,1,2,32.484231,Genuine,3
347,1,21,8,3,1,4,7,49.200434,Genuine,11
347,1,21,6,2,4,4,2,44.241924,Genuine,6
347,1,21,8,1,0,3,8,65.831196,Genuine,11
347,1,21,4,3,0,3,4,53.535767,Genuine,7
