Pptno,Gender,Age,NoTargets,TrialType,Hits,FA,Misses,TrialLength,ExpCond,TotalErrors
347,1,21,4,2,2,2,2,40.163492,Genuine,4
347,1,21,6,1,3,0,3,46.597316,Genuine,3
347,1,21,6,2,3,1,3,37.839039,Genuine,4
347,1,21,6,3,4,0,2,25.550419,Genuine,2
347,1,21,8,3,2,5,6,25.584668,Genuine,11
347,1,21,6,1,1,0,5,29.007694,Genuine,5
347,1,21,4,1,1,1,3,34.883018,Genuine,4
347,1,21,4,2,0,8,4,45.848254,Genuine,12
347,1,21,8,3,5,0,3,43.430122,Genuine,3
347,1,21,4,3,2,1,2,41.181684,Genuine,3
347,1,21,4,2,3,2,1,45.742712,Genuine,3
347,1,21,8,2,5,0,3,28.514784,Genuine,3
347,1,21,6,1,2,0,4,49.942451,Genuine,4
347,1,21,8,1,2,2,6,63.296656,Genuine,8
346,1,19,8,2,6,4,2,76.590868,Genuine,6
346,1,19,6,1,2,0,4,31.02048,Genuine,4
346,1,19,6,1,2,0,4,22.437352,Genuine,4
346,1,19,4,3,1,8,3,43.332784,Genuine,11
346,1,19,6,3,1,1,5,23.546417,Genuine,6
346,1,19,6,2,4,5,2,31.597757,Genuine,7
346,1,19,4,2,0,0,4,5.1769665,Genuine,4
346,1,19,8,1,0,3,8,34.633827,Genuine,11
346,1,19,4,3,2,1,2,29.298489,Genuine,3
346,1,19,8,1,4,0,4,27.534152,Genuine,4
346,1,19,4,1,2,1,2,33.56454,Genuine,3
346,1,19,6,1,4,0,2,20.816201,Genuine,2
346,1,19,6,2,3,1,3,22.760723,Genuine,4
346,1,19,4,3,1,1,3,14.252308,Genuine,4
346,1,19,8,3,0,2,8,23.195442,Genuine,10
346,1,19,8,2,1,0,7,14.350238,Genuine,7
346,1,19,4,3,0,2,4,22.937256,Genuine,6
346,1,19,8,2,7,0,1,20.493524,Genuine,1
345,1,18,4,2,2,0,2,23.60274,Genuine,2
345,1,18,6,3,1,2,5,49.762037,Genuine,7
345,1,18,4,2,3,1,1,36.892895,Genuine,2
345,1,18,6,2,4,0,2,33.035864,Genuine,2
345,1,18,8,3,0,2,8,50.255855,Genuine,10
345,1,18,4,1,4,0,0,36.641982,Genuine,0
345,1,18,8,1,6,0,2,46.985623,Genuine,2
345,1,18,6,2,1,2,5,43.179355,Genuine,7
345,1,18,8,3,2,0,6,47.781206,Genuine,6
345,1,18,4,1,2,1,2,21.112676,Genuine,3
345,1,18,4,2,0,3,4,39.229067,Genuine,7
345,1,18,6,3,1,3,5,23.581633,Genuine,8
345,1,18,6,1,5,0,1,29.246971,Genuine,1
345,1,18,8,3,0,5,8,59.156896,Genuine,13
345,1,18,8,2,5,1,3,46.84886,Genuine,4
345,1,18,6,1,5,0,1,31.488859,Genuine,1
345,1,18,4,1,3,0,1,35.958233,Genuine,1
345,1,18,8,3,3,6,5,52.93738,Genuine,11
344,1,18,4,2,3,2,1,56.685035,Genuine,3
344,1,18,6,2,5,3,1,63.890732,Genuine,4
344,1,18,8,3,0,8,8,67.312544,Genuine,16
344,1,18,6,1,3,4,3,52.791373,Genuine,7
344,1,18,8,3,4,4,4,53.596645,Genuine,8
344,1,18,4,1,1,7,3,88.158269,Genuine,10
344,1,18,6,2,1,8,5,31.790827,Genuine,13
344,1,18,4,1,1,9,3,50.2557,Genuine,12
344,1,18,6,1,0,2,6,29.423668,Genuine,8
344,1,18,8,3,4,3,4,56.559249,Genuine,7
344,1,18,4,2,0,2,4,22.947809,Genuine,6
344,1,18,4,2,4,5,0,79.372171,Genuine,5
344,1,18,8,1,2,1,6,28.457745,Genuine,7
344,1,18,8,3,5,8,3,74.422499,Genuine,11
344,1,18,6,2,3,4,3,32.121658,Genuine,7
344,1,18,8,3,2,3,6,42.621415,Genuine,9
344,1,18,4,1,0,1,4,62.470648,Genuine,5
344,1,18,6,3,1,0,5,33.389247,Genuine,5
343,1,18,4,2,0,7,4,57.203067,Genuine,11
343,1,18,8,1,1,2,7,25.557207,Genuine,9
343,1,18,6,3,1,2,5,28.935915,Genuine,7
343,1,18,6,1,0,2,6,15.988884,Genuine,8
343,1,18,4,3,0,6,4,36.627306,Genuine,10
343,1,18,4,1,1,3,3,16.900275,Genuine,6
343,1,18,8,1,4,0,4,56.522297,Genuine,4
343,1,18,4,3,1,3,3,43.295633,Genuine,6
343,1,18,6,3,0,6,6,21.581909,Genuine,12
343,1,18,6,3,3,0,3,58.565734,Genuine,3
343,1,18,8,2,4,4,4,21.803038,Genuine,8
343,1,18,8,2,0,1,8,5.333025,Genuine,9
343,1,18,8,2,5,0,3,65.860816,Genuine,3
343,1,18,8,1,0,1,8,19.558399,Genuine,9
343,1,18,6,2,0,3,6,29.001754,Genuine,9
343,1,18,4,1,0,2,4,58.745285,Genuine,6
343,1,18,6,3,1,1,5,6.3508317,Genuine,6
343,1,18,4,2,4,0,0,47.263784,Genuine,0
342,2,35,4,1,1,2,3,14.585359,Genuine,5
342,2,35,8,3,4,2,4,16.154989,Genuine,6
342,2,35,6,1,4,1,2,16.637376,Genuine,3
342,2,35,4,3,1,7,3,14.381608,Genuine,10
342,2,35,4,2,2,3,2,12.771565,Genuine,5
342,2,35,8,3,4,3,4,11.306047,Genuine,7
342,2,35,6,2,1,6,5,11.767022,Genuine,11
342,2,35,4,2,0,6,4,13.969179,Genuine,10
342,2,35,4,1,1,5,3,10.817835,Genuine,8
342,2,35,4,2,2,2,2,12.572052,Genuine,4
342,2,35,6,1,0,2,6,9.4544024,Genuine,8
342,2,35,8,3,1,5,7,9.5413008,Genuine,12
342,2,35,6,1,5,0,1,10.049244,Genuine,1
342,2,35,8,2,5,2,3,12.751402,Genuine,5
342,2,35,6,1,1,6,5,12.154556,Genuine,11
342,2,35,8,3,5,1,3,14.333655,Genuine,4
342,2,35,6,3,1,3,5,10.649202,Genuine,8
342,2,35,8,2,4,2,4,15.048489,Genuine,6
341,1,19,6,3,2,8,4,60.546887,Genuine,12
341,1,19,6,1,3,0,3,80.101359,Genuine,3
341,1,19,8,3,8,0,0,85.098013,Genuine,0
341,1,19,8,2,6,4,2,124.07315,Genuine,6
341,1,19,6,1,3,2,3,64.882203,Genuine,5
341,1,19,8,3,8,0,0,58.032349,Genuine,0
341,1,19,8,2,8,1,0,103.03638,Genuine,1
341,1,19,8,1,5,0,3,60.39057,Genuine,3
341,1,19,8,2,8,2,0,85.783555,Genuine,2
341,1,19,4,1,4,2,0,47.192624,Genuine,2
341,1,19,6,3,6,0,0,77.916356,Genuine,0
341,1,19,4,1,2,1,2,38.299777,Genuine,3
341,1,19,4,3,0,10,4,109.52545,Genuine,14
341,1,19,6,2,5,3,1,107.30679,Genuine,4
341,1,19,6,1,5,2,1,64.338478,Genuine,3
341,1,19,4,2,4,4,0,59.174649,Genuine,4
341,1,19,4,2,1,2,3,60.225949,Genuine,5
341,1,19,4,3,2,0,2,60.777948,Genuine,2
340,1,18,4,1,4,1,0,26.473779,Genuine,1
340,1,18,6,3,4,1,2,34.287307,Genuine,3
340,1,18,4,1,0,5,4,38.748534,Genuine,9
340,1,18,8,3,2,2,6,46.72052,Genuine,8
340,1,18,8,2,2,4,6,40.416865,Genuine,10
340,1,18,6,1,1,2,5,35.675945,Genuine,7
340,1,18,8,1,8,2,0,41.156403,Genuine,2
340,1,18,6,2,6,2,0,21.136268,Genuine,2
340,1,18,6,2,6,0,0,25.860031,Genuine,0
340,1,18,4,3,0,7,4,25.471018,Genuine,11
340,1,18,6,1,6,2,0,29.981833,Genuine,2
340,1,18,8,2,8,6,0,33.942817,Genuine,6
340,1,18,4,3,2,3,2,35.51528,Genuine,5
340,1,18,8,1,2,1,6,31.007029,Genuine,7
340,1,18,8,3,7,5,1,48.839425,Genuine,6
340,1,18,4,2,2,1,2,23.400689,Genuine,3
340,1,18,6,2,4,2,2,34.073707,Genuine,4
340,1,18,4,3,3,5,1,27.896119,Genuine,6
339,2,19,6,1,5,0,1,33.154513,Genuine,1
339,2,19,8,2,2,0,6,23.262326,Genuine,6
339,2,19,6,1,1,1,5,26.676515,Genuine,6
339,2,19,8,2,4,2,4,31.403491,Genuine,6
339,2,19,4,1,1,2,3,32.188438,Genuine,5
339,2,19,6,1,1,0,5,18.615053,Genuine,5
339,2,19,4,3,1,2,3,27.079334,Genuine,5
339,2,19,6,3,1,1,5,36.517034,Genuine,6
339,2,19,4,3,0,2,4,9.2503538,Genuine,6
339,2,19,8,2,6,9,2,33.608655,Genuine,11
339,2,19,6,1,5,2,1,31.326198,Genuine,3
339,2,19,8,3,0,0,8,3.567127,Genuine,8
339,2,19,4,2,2,1,2,33.255913,Genuine,3
339,2,19,6,2,2,5,4,52.261915,Genuine,9
339,2,19,8,1,2,3,6,16.078892,Genuine,9
339,2,19,4,2,4,0,0,35.427924,Genuine,0
339,2,19,8,3,1,1,7,6.4539481,Genuine,8
339,2,19,4,3,0,2,4,17.524339,Genuine,6
338,1,18,4,2,0,4,4,36.556173,Genuine,8
338,1,18,6,3,1,0,5,29.333004,Genuine,5
338,1,18,8,1,2,0,6,24.177631,Genuine,6
338,1,18,4,3,2,1,2,30.436832,Genuine,3
338,1,18,6,1,1,0,5,32.901558,Genuine,5
338,1,18,4,2,0,1,4,79.209609,Genuine,5
338,1,18,6,3,2,0,4,37.753695,Genuine,4
338,1,18,4,2,0,3,4,51.851463,Genuine,7
338,1,18,4,3,0,0,4,24.406316,Genuine,4
338,1,18,8,3,3,0,5,16.536619,Genuine,5
338,1,18,6,1,1,2,5,18.470669,Genuine,7
338,1,18,6,1,1,0,5,7.5988336,Genuine,5
338,1,18,4,2,3,1,1,12.084514,Genuine,2
338,1,18,8,2,4,0,4,21.542866,Genuine,4
338,1,18,8,1,0,0,8,55.036317,Genuine,8
338,1,18,8,3,2,3,6,26.846414,Genuine,9
338,1,18,6,1,4,0,2,41.685526,Genuine,2
338,1,18,8,2,0,3,8,35.393716,Genuine,11
337,2,18,8,1,4,0,4,19.177158,Genuine,4
337,2,18,8,2,4,4,4,24.102132,Genuine,8
337,2,18,6,2,0,4,6,32.556049,Genuine,10
337,2,18,4,1,3,0,1,51.86113,Genuine,1
337,2,18,6,2,6,0,0,33.865892,Genuine,0
337,2,18,4,3,0,3,4,19.314069,Genuine,7
337,2,18,4,2,4,1,0,33.456379,Genuine,1
337,2,18,8,3,4,0,4,12.672828,Genuine,4
337,2,18,4,3,0,4,4,23.227002,Genuine,8
337,2,18,8,3,0,2,8,40.140118,Genuine,10
337,2,18,8,2,0,0,8,2.1013,Genuine,8
337,2,18,6,2,3,1,3,29.102539,Genuine,4
337,2,18,4,3,0,4,4,32.644616,Genuine,8
337,2,18,8,1,6,1,2,22.73136,Genuine,3
337,2,18,6,3,2,0,4,25.545866,Genuine,4
337,2,18,6,1,1,2,5,29.766723,Genuine,7
337,2,18,4,1,3,0,1,13.081675,Genuine,1
337,2,18,6,1,0,1,6,22.580645,Genuine,7
336,2,18,6,3,0,6,6,31.561429,Genuine,12
336,2,18,4,3,0,7,4,23.696313,Genuine,11
336,2,18,4,3,2,6,2,25.178611,Genuine,8
336,2,18,6,2,4,5,2,17.573922,Genuine,7
336,2,18,8,1,1,5,7,29.624078,Genuine,12
336,2,18,8,2,2,4,6,15.90845,Genuine,10
336,2,18,8,2,1,3,7,22.747325,Genuine,10
336,2,18,6,1,1,5,5,10.237704,Genuine,10
336,2,18,6,2,2,4,4,29.036604,Genuine,8
336,2,18,4,3,0,5,4,41.09086,Genuine,9
336,2,18,4,2,2,2,2,21.191283,Genuine,4
336,2,18,8,1,0,3,8,47.777051,Genuine,11
336,2,18,4,1,0,4,4,27.910483,Genuine,8
336,2,18,8,1,3,1,5,31.316842,Genuine,6
336,2,18,6,3,0,9,6,24.116543,Genuine,15
336,2,18,8,3,0,8,8,27.244344,Genuine,16
336,2,18,6,1,3,4,3,23.378646,Genuine,7
336,2,18,4,2,0,7,4,17.472711,Genuine,11
335,2,18,6,2,3,3,3,32.488109,Genuine,6
335,2,18,4,3,1,4,3,59.17831,Genuine,7
335,2,18,4,1,0,7,4,55.369337,Genuine,11
335,2,18,6,2,6,2,0,64.258349,Genuine,2
335,2,18,4,3,1,16,3,70.255205,Genuine,19
335,2,18,4,1,2,7,2,53.7215,Genuine,9
335,2,18,8,2,5,0,3,64.780869,Genuine,3
335,2,18,8,3,0,10,8,61.128468,Genuine,18
335,2,18,4,1,1,3,3,58.100797,Genuine,6
335,2,18,6,3,2,2,4,32.906742,Genuine,6
335,2,18,8,1,1,0,7,51.626563,Genuine,7
335,2,18,8,3,6,6,2,47.034405,Genuine,8
335,2,18,4,1,1,2,3,53.380271,Genuine,5
335,2,18,8,1,2,2,6,38.525581,Genuine,8
335,2,18,6,2,2,1,4,70.39611,Genuine,5
335,2,18,6,3,0,3,6,56.197603,Genuine,9
335,2,18,6,2,1,2,5,28.76588,Genuine,7
335,2,18,8,2,1,3,7,58.625714,Genuine,10
334,2,18,6,3,0,0,6,14.898853,Genuine,6
334,2,18,4,2,2,0,2,17.138659,Genuine,2
334,2,18,4,3,1,0,3,21.522064,Genuine,3
334,2,18,8,1,3,0,5,17.824529,Genuine,5
334,2,18,6,2,0,1,6,22.683068,Genuine,7
334,2,18,8,3,1,1,7,20.689702,Genuine,8
334,2,18,4,2,2,3,2,18.607868,Genuine,5
334,2,18,8,1,5,0,3,14.931465,Genuine,3
334,2,18,4,1,1,2,3,20.010499,Genuine,5
334,2,18,6,1,2,2,4,19.261076,Genuine,6
334,2,18,6,3,3,0,3,21.317962,Genuine,3
334,2,18,8,2,6,0,2,19.684288,Genuine,2
334,2,18,8,2,6,0,2,16.381214,Genuine,2
334,2,18,6,2,1,0,5,16.490992,Genuine,5
334,2,18,4,1,0,3,4,18.26745,Genuine,7
334,2,18,4,3,1,2,3,16.787076,Genuine,5
334,2,18,6,3,3,0,3,14.158966,Genuine,3
334,2,18,8,1,3,3,5,14.589651,Genuine,8
333,1,20,8,1,3,0,5,20.481607,Genuine,5
333,1,20,6,1,0,1,6,5.5030349,Genuine,7
333,1,20,6,2,3,1,3,14.849069,Genuine,4
333,1,20,6,3,3,0,3,20.944856,Genuine,3
333,1,20,4,1,2,4,2,29.60421,Genuine,6
333,1,20,8,3,3,0,5,35.276996,Genuine,5
333,1,20,6,2,2,2,4,15.383259,Genuine,6
333,1,20,4,1,3,0,1,12.799153,Genuine,1
333,1,20,6,2,2,0,4,14.076767,Genuine,4
333,1,20,8,1,3,2,5,21.925341,Genuine,7
333,1,20,8,2,1,3,7,13.178814,Genuine,10
333,1,20,6,3,3,6,3,21.652833,Genuine,9
333,1,20,4,2,0,1,4,19.883312,Genuine,5
333,1,20,4,1,1,1,3,13.850395,Genuine,4
333,1,20,4,3,0,3,4,15.028839,Genuine,7
333,1,20,8,3,3,1,5,9.1910027,Genuine,6
333,1,20,4,2,2,0,2,7.3934087,Genuine,2
333,1,20,8,3,3,0,5,11.711792,Genuine,5
332,1,18,4,2,4,1,0,42.635738,Genuine,1
332,1,18,6,1,1,0,5,31.75527,Genuine,5
332,1,18,4,2,4,1,0,31.022888,Genuine,1
332,1,18,8,1,1,0,7,24.600805,Genuine,7
332,1,18,8,3,5,0,3,26.746961,Genuine,3
332,1,18,6,2,1,3,5,30.86394,Genuine,8
332,1,18,8,2,4,0,4,33.621747,Genuine,4
332,1,18,6,3,3,2,3,24.782149,Genuine,5
332,1,18,6,3,2,0,4,22.945335,Genuine,4
332,1,18,4,1,1,3,3,21.366812,Genuine,6
332,1,18,6,2,4,1,2,42.683152,Genuine,3
332,1,18,8,3,5,0,3,49.375611,Genuine,3
332,1,18,4,1,0,1,4,25.671409,Genuine,5
332,1,18,8,2,6,0,2,30.902855,Genuine,2
332,1,18,8,1,6,0,2,47.277243,Genuine,2
332,1,18,4,3,1,1,3,26.065812,Genuine,4
332,1,18,6,3,4,0,2,31.161984,Genuine,2
332,1,18,4,1,2,4,2,31.702321,Genuine,6
331,1,19,8,2,5,1,3,17.547619,Genuine,4
331,1,19,6,1,1,0,5,35.648206,Genuine,5
331,1,19,6,2,5,3,1,21.516761,Genuine,4
331,1,19,6,3,5,1,1,22.756434,Genuine,2
331,1,19,6,1,0,7,6,21.374141,Genuine,13
331,1,19,4,2,2,0,2,22.558915,Genuine,2
331,1,19,4,3,2,1,2,30.112574,Genuine,3
331,1,19,6,3,6,4,0,47.701493,Genuine,4
331,1,19,8,2,6,1,2,35.778226,Genuine,3
331,1,19,8,2,7,2,1,31.495148,Genuine,3
331,1,19,8,1,2,1,6,21.191209,Genuine,7
331,1,19,4,3,0,2,4,23.452892,Genuine,6
331,1,19,8,1,8,0,0,24.062437,Genuine,0
331,1,19,6,2,3,0,3,17.549613,Genuine,3
331,1,19,4,1,3,3,1,27.307546,Genuine,4
331,1,19,8,3,4,1,4,34.514791,Genuine,5
331,1,19,4,3,1,3,3,33.625901,Genuine,6
331,1,19,4,1,0,3,4,23.818032,Genuine,7
330,1,18,6,1,3,0,3,18.500426,Genuine,3
330,1,18,8,1,3,1,5,30.032998,Genuine,6
330,1,18,6,3,1,2,5,36.975078,Genuine,7
330,1,18,6,2,6,0,0,23.714468,Genuine,0
330,1,18,8,3,4,0,4,22.487213,Genuine,4
330,1,18,6,2,1,4,5,19.47618,Genuine,9
330,1,18,8,1,8,0,0,25.929624,Genuine,0
330,1,18,6,2,4,2,2,38.009199,Genuine,4
330,1,18,6,3,1,3,5,38.809689,Genuine,8
330,1,18,4,1,0,5,4,37.353767,Genuine,9
330,1,18,4,3,3,0,1,21.725125,Genuine,1
330,1,18,8,1,7,0,1,32.376071,Genuine,1
330,1,18,4,3,2,0,2,17.610182,Genuine,2
330,1,18,4,2,2,4,2,27.370504,Genuine,6
330,1,18,4,2,3,1,1,30.628164,Genuine,2
330,1,18,8,2,8,1,0,35.475715,Genuine,1
330,1,18,8,1,7,1,1,30.673586,Genuine,2
330,1,18,4,3,2,3,2,31.055837,Genuine,5
329,2,18,6,1,1,1,5,21.64259,Genuine,6
329,2,18,6,1,0,1,6,26.753981,Genuine,7
329,2,18,6,3,2,0,4,26.452328,Genuine,4
329,2,18,6,3,2,2,4,26.652141,Genuine,6
329,2,18,8,3,4,3,4,33.05896,Genuine,7
329,2,18,6,2,4,0,2,13.426385,Genuine,2
329,2,18,8,2,1,3,7,26.657791,Genuine,10
329,2,18,8,2,0,2,8,50.623979,Genuine,10
329,2,18,8,1,3,0,5,26.512891,Genuine,5
329,2,18,6,2,0,4,6,10.182105,Genuine,10
329,2,18,4,1,0,3,4,25.471041,Genuine,7
329,2,18,8,1,3,0,5,26.669317,Genuine,5
329,2,18,4,3,3,0,1,56.954537,Genuine,1
329,2,18,4,2,2,1,2,28.253984,Genuine,3
329,2,18,4,2,3,1,1,40.780396,Genuine,2
329,2,18,4,1,0,2,4,39.598032,Genuine,6
329,2,18,8,3,5,1,3,56.062317,Genuine,4
329,2,18,4,3,0,4,4,24.086572,Genuine,8
328,1,18,6,1,1,1,5,61.560062,Genuine,6
328,1,18,6,2,1,4,5,31.928049,Genuine,9
328,1,18,8,1,8,0,0,40.248972,Genuine,0
328,1,18,6,3,3,3,3,40.823988,Genuine,6
328,1,18,4,1,0,4,4,67.725538,Genuine,8
328,1,18,4,2,1,1,3,52.326108,Genuine,4
328,1,18,8,2,5,4,3,51.095522,Genuine,7
328,1,18,8,3,0,7,8,65.617761,Genuine,15
328,1,18,8,3,5,1,3,169.90924,Genuine,4
328,1,18,4,3,4,1,0,77.595534,Genuine,1
328,1,18,4,3,1,4,3,89.152906,Genuine,7
328,1,18,8,3,5,0,3,74.751336,Genuine,3
328,1,18,4,2,0,1,4,56.118914,Genuine,5
328,1,18,6,2,5,1,1,89.919751,Genuine,2
328,1,18,6,1,6,0,0,69.232234,Genuine,0
328,1,18,4,1,3,0,1,38.377012,Genuine,1
328,1,18,6,1,4,1,2,53.576703,Genuine,3
328,1,18,8,2,8,0,0,45.144511,Genuine,0
327,2,21,8,1,5,1,3,40.935899,Genuine,4
327,2,21,6,2,2,0,4,32.331994,Genuine,4
327,2,21,4,3,2,2,2,44.254727,Genuine,4
327,2,21,8,1,5,0,3,47.207527,Genuine,3
327,2,21,4,2,2,3,2,39.696481,Genuine,5
327,2,21,8,3,1,3,7,63.253115,Genuine,10
327,2,21,8,3,3,0,5,49.27737,Genuine,5
327,2,21,6,2,2,0,4,40.93985,Genuine,4
327,2,21,4,3,2,0,2,56.031286,Genuine,2
327,2,21,6,1,0,3,6,69.871276,Genuine,9
327,2,21,6,1,2,1,4,76.069664,Genuine,5
327,2,21,6,1,0,1,6,45.573859,Genuine,7
327,2,21,6,3,3,1,3,82.807353,Genuine,4
327,2,21,8,2,5,0,3,41.689651,Genuine,3
327,2,21,8,2,2,1,6,68.622738,Genuine,7
327,2,21,4,2,0,6,4,67.551642,Genuine,10
327,2,21,4,1,1,0,3,38.276108,Genuine,3
327,2,21,4,3,0,3,4,50.69814,Genuine,7
326,2,22,4,2,0,0,4,0.11485877,Genuine,4
326,2,22,6,2,2,2,4,18.886019,Genuine,6
326,2,22,6,2,1,3,5,48.91386,Genuine,8
326,2,22,8,3,2,6,6,25.991773,Genuine,12
326,2,22,8,3,1,3,7,33.961151,Genuine,10
326,2,22,8,2,3,4,5,28.403884,Genuine,9
326,2,22,4,2,3,6,1,24.532794,Genuine,7
326,2,22,6,1,1,1,5,25.183998,Genuine,6
326,2,22,4,1,0,8,4,20.049687,Genuine,12
326,2,22,4,3,2,11,2,27.072154,Genuine,13
326,2,22,8,3,2,5,6,28.83006,Genuine,11
326,2,22,8,2,4,0,4,27.997763,Genuine,4
326,2,22,4,3,0,8,4,28.526357,Genuine,12
326,2,22,8,1,6,2,2,26.882291,Genuine,4
326,2,22,4,1,3,1,1,25.263844,Genuine,2
326,2,22,6,3,1,5,5,27.013911,Genuine,10
326,2,22,6,1,0,2,6,16.806195,Genuine,8
326,2,22,6,1,1,4,5,18.487276,Genuine,9
325,2,21,8,1,3,0,5,17.703446,Genuine,5
325,2,21,8,1,1,2,7,37.564313,Genuine,9
325,2,21,4,1,0,5,4,30.958833,Genuine,9
325,2,21,8,2,2,4,6,20.995002,Genuine,10
325,2,21,6,3,1,1,5,40.628531,Genuine,6
325,2,21,8,3,5,4,3,35.101169,Genuine,7
325,2,21,4,2,2,3,2,36.962281,Genuine,5
325,2,21,8,2,5,8,3,23.74168,Genuine,11
325,2,21,8,1,6,4,2,23.673873,Genuine,6
325,2,21,4,2,2,7,2,21.392447,Genuine,9
325,2,21,6,3,0,7,6,16.329928,Genuine,13
325,2,21,4,3,2,4,2,24.958364,Genuine,6
325,2,21,4,1,0,3,4,26.201462,Genuine,7
325,2,21,6,2,3,0,3,21.010453,Genuine,3
325,2,21,6,3,1,4,5,18.115886,Genuine,9
325,2,21,6,3,1,7,5,15.2721,Genuine,12
325,2,21,6,2,5,4,1,32.654386,Genuine,5
325,2,21,4,1,2,6,2,27.541658,Genuine,8
324,1,19,8,2,1,0,7,18.065882,Genuine,7
324,1,19,6,1,0,1,6,13.915972,Genuine,7
324,1,19,4,3,1,4,3,18.280072,Genuine,7
324,1,19,6,1,1,0,5,15.981118,Genuine,5
324,1,19,8,1,3,3,5,17.198353,Genuine,8
324,1,19,6,3,2,2,4,22.118506,Genuine,6
324,1,19,8,2,1,0,7,64.856705,Genuine,7
324,1,19,4,3,3,0,1,67.911287,Genuine,1
324,1,19,4,2,2,4,2,25.500092,Genuine,6
324,1,19,6,2,4,3,2,58.824015,Genuine,5
324,1,19,8,2,6,0,2,57.231608,Genuine,2
324,1,19,4,3,3,2,1,59.038624,Genuine,3
324,1,19,6,2,2,7,4,33.061567,Genuine,11
324,1,19,8,1,5,0,3,33.900077,Genuine,3
324,1,19,8,3,5,1,3,46.095935,Genuine,4
324,1,19,4,1,2,1,2,25.117525,Genuine,3
324,1,19,6,3,0,1,6,5.5773226,Genuine,7
324,1,19,4,1,2,0,2,19.380392,Genuine,2
323,1,19,6,2,4,4,2,67.332283,Genuine,6
323,1,19,8,3,1,3,7,65.645079,Genuine,10
323,1,19,4,2,4,1,0,100.1681,Genuine,1
323,1,19,6,1,1,5,5,75.919286,Genuine,10
323,1,19,8,3,1,2,7,103.92668,Genuine,9
323,1,19,8,3,4,0,4,68.99832,Genuine,4
323,1,19,8,2,7,1,1,115.48365,Genuine,2
323,1,19,4,2,2,0,2,92.021273,Genuine,2
323,1,19,4,1,2,0,2,119.68063,Genuine,2
323,1,19,6,2,4,0,2,78.513934,Genuine,2
323,1,19,6,3,0,4,6,54.291256,Genuine,10
323,1,19,8,3,4,0,4,106.26085,Genuine,4
323,1,19,4,1,0,4,4,78.31918,Genuine,8
323,1,19,4,1,1,1,3,76.679172,Genuine,4
323,1,19,6,1,3,2,3,74.122009,Genuine,5
323,1,19,4,1,3,0,1,83.35433,Genuine,1
323,1,19,8,2,7,1,1,111.89667,Genuine,2
323,1,19,6,3,2,4,4,39.56216,Genuine,8
322,1,22,6,3,3,1,3,25.241655,Genuine,4
322,1,22,8,1,2,1,6,27.94529,Genuine,7
322,1,22,4,3,2,3,2,53.779617,Genuine,5
322,1,22,8,1,6,0,2,37.006471,Genuine,2
322,1,22,4,3,1,0,3,58.1829,Genuine,3
322,1,22,8,3,1,2,7,49.944534,Genuine,9
322,1,22,8,3,6,0,2,30.140518,Genuine,2
322,1,22,6,2,2,1,4,27.19238,Genuine,5
322,1,22,6,1,3,2,3,27.569692,Genuine,5
322,1,22,4,2,3,3,1,28.63569,Genuine,4
322,1,22,4,2,0,4,4,34.371243,Genuine,8
322,1,22,8,2,6,0,2,29.421133,Genuine,2
322,1,22,4,3,2,3,2,24.141541,Genuine,5
322,1,22,8,1,3,0,5,23.545061,Genuine,5
322,1,22,4,1,0,2,4,34.036287,Genuine,6
322,1,22,6,2,6,0,0,31.35552,Genuine,0
322,1,22,6,2,6,0,0,29.324984,Genuine,0
322,1,22,6,1,1,0,5,22.806762,Genuine,5
321,1,19,6,1,1,0,5,16.135978,Genuine,5
321,1,19,6,2,2,0,4,18.883428,Genuine,4
321,1,19,8,3,5,0,3,18.824086,Genuine,3
321,1,19,6,1,5,0,1,20.449301,Genuine,1
321,1,19,8,2,3,0,5,14.680338,Genuine,5
321,1,19,8,3,4,0,4,19.845945,Genuine,4
321,1,19,8,1,6,0,2,17.029483,Genuine,2
321,1,19,4,2,2,1,2,33.029093,Genuine,3
321,1,19,6,3,2,3,4,25.485245,Genuine,7
321,1,19,6,3,3,1,3,27.994605,Genuine,4
321,1,19,8,1,3,0,5,24.196091,Genuine,5
321,1,19,4,2,1,3,3,14.933718,Genuine,6
321,1,19,4,2,4,2,0,23.160968,Genuine,2
321,1,19,6,1,1,2,5,19.371706,Genuine,7
321,1,19,4,3,2,2,2,29.429519,Genuine,4
321,1,19,4,3,1,6,3,20.742048,Genuine,9
321,1,19,8,1,2,5,6,21.529048,Genuine,11
321,1,19,4,2,2,2,2,20.740962,Genuine,4
320,1,20,8,3,6,1,2,38.683824,Genuine,3
320,1,20,6,1,0,3,6,39.113733,Genuine,9
320,1,20,8,2,2,0,6,32.933744,Genuine,6
320,1,20,6,3,2,0,4,46.914768,Genuine,4
320,1,20,6,3,1,4,5,23.559715,Genuine,9
320,1,20,8,2,3,0,5,39.234639,Genuine,5
320,1,20,6,3,0,2,6,52.562295,Genuine,8
320,1,20,4,1,0,2,4,70.189837,Genuine,6
320,1,20,4,1,4,1,0,32.74426,Genuine,1
320,1,20,6,3,2,1,4,33.596512,Genuine,5
320,1,20,6,1,1,0,5,46.565723,Genuine,5
320,1,20,4,2,4,1,0,31.360453,Genuine,1
320,1,20,4,2,2,0,2,39.795424,Genuine,2
320,1,20,8,2,2,0,6,55.269181,Genuine,6
320,1,20,4,1,3,2,1,35.084123,Genuine,3
